"ID","FLDNAME","TBLNAME","CRFNAME","QUESTION","TEXT","STATUS","DEPRULE","TYPE","LENGTH","DECIML","RANGEVAL","RANGESQL","RANGEPRL","UNITS","CODE","NOTES","OBJID","COLID","RANGEJSCPT","NAVJSCPT","FTYPE","TAB","DE","MC","VISIBLE","LOGVISIBLE","MTBLNAME","SUBTBLNAME","POPJSCPT","GRID","DEF","update_stamp"
"","CSFVOL","ALIQUOT_LIST","Aliquot count in the LDMS database","-4","Volume of pristine CSF aliquots","-4","-4","-4","-4","-4","-4","-4","-4","mL","","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-01-14 14:47:25.0"
"","URN","ALIQUOT_LIST","Aliquot count in the LDMS database","-4","Count of pristine Urine aliquots","-4","-4","-4","-4","-4","-4","-4","-4","","","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-01-14 14:47:25.0"
"","URNVOL","ALIQUOT_LIST","Aliquot count in the LDMS database","-4","Volume of pristine Urine aliquots","-4","-4","-4","-4","-4","-4","-4","-4","mL","","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-01-14 14:47:25.0"
"","QUERYDATE","ALIQUOT_LIST","Aliquot count in the LDMS database","-4","Date of LDMS database query","-4","-4","-4","-4","-4","-4","-4","-4","MM/DD/YYYY","","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-01-14 14:47:25.0"
"","USED_PLA","ALIQUOT_LIST","Aliquot count in the LDMS database","-4","Count of Plasma aliquots used for analysis at Biomarker Core Lab","-4","-4","-4","-4","-4","-4","-4","-4","","","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-01-14 14:47:25.0"
"","USED_SER","ALIQUOT_LIST","Aliquot count in the LDMS database","-4","Count of Serum aliquots used for analysis at Biomarker Core Lab","-4","-4","-4","-4","-4","-4","-4","-4","","","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-01-14 14:47:25.0"
"","USED_CSF","ALIQUOT_LIST","Aliquot count in the LDMS database","-4","Count of CSF aliquots used for analysis at Biomarker Core Lab","-4","-4","-4","-4","-4","-4","-4","-4","","","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-01-14 14:47:25.0"
"","USED_URN","ALIQUOT_LIST","Aliquot count in the LDMS database","-4","Count of Urine aliquots used for analysis at Biomarker Core Lab","-4","-4","-4","-4","-4","-4","-4","-4","","","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-01-14 14:47:25.0"
"","SENT_PLA","ALIQUOT_LIST","Aliquot count in the LDMS database","-4","Count of Plasma aliquots shipped out to other investigators","-4","-4","-4","-4","-4","-4","-4","-4","","","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-01-14 14:47:25.0"
"","SENT_SER","ALIQUOT_LIST","Aliquot count in the LDMS database","-4","Count of Serum aliquots shipped out to other investigators","-4","-4","-4","-4","-4","-4","-4","-4","","","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-01-14 14:47:25.0"
"","SENT_CSF","ALIQUOT_LIST","Aliquot count in the LDMS database","-4","Count of CSF aliquots shipped out to other investigators","-4","-4","-4","-4","-4","-4","-4","-4","","","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-01-14 14:47:25.0"
"","SENT_URN","ALIQUOT_LIST","Aliquot count in the LDMS database","-4","Count of Urine aliquots shipped out to other investigators","-4","-4","-4","-4","-4","-4","-4","-4","","","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-01-14 14:47:25.0"
